Player,Salary,Year
Sundiata Gaines,"$89,670 ",2011
Trey Johnson,"$89,670 ",2011
Ronald Dupree,"$58,393 ",2011
Jose Calderon,"$9,780,992 ",2012
Andrea Bargnani,"$9,250,000 ",2012
Leandro Barbosa,"$7,600,000 ",2012
Amir Johnson,"$5,500,000 ",2012
Linas Kleiza,"$4,605,000 ",2012
Jerryd Bayless,"$3,042,280 ",2012
DeMar DeRozan,"$2,625,000 ",2012
Aaron Gray,"$2,500,000 ",2012
Ed Davis,"$2,063,040 ",2012
James Johnson,"$1,833,120 ",2012
Gary Forbes,"$1,500,000 ",2012
Anthony Carter,"$1,352,181 ",2012
Jamaal Magloire,"$1,352,181 ",2012
Rasual Butler,"$1,229,255 ",2012
Solomon Alabi,"$830,000 ",2012
Rudy Gay,"$16,460,538 ",2013
Andrea Bargnani,"$10,000,000 ",2013
Landry Fields,"$6,250,000 ",2013
Amir Johnson,"$6,000,000 ",2013
Kyle Lowry,"$5,750,000 ",2013
Linas Kleiza,"$4,600,000 ",2013
Jonas Valanciunas,"$3,627,720 ",2013
DeMar DeRozan,"$3,344,250 ",2013
Aaron Gray,"$2,575,000 ",2013
Terrence Ross,"$2,563,320 ",2013
Sebastian Telfair,"$1,567,500 ",2013
John Lucas,"$1,500,000 ",2013
Mickael Pietrus,"$1,005,097 ",2013
Alan Anderson,"$885,120 ",2013
Quincy Acy,"$665,000 ",2013
Dominic McGuire,"$181,018 ",2013
DeMar DeRozan,"$9,500,000 ",2014
Amir Johnson,"$6,500,000 ",2014
Landry Fields,"$6,250,000 ",2014
Kyle Lowry,"$6,210,000 ",2014
Marcus Camby,"$4,383,773 ",2014
Steve Novak,"$3,750,000 ",2014
Jonas Valanciunas,"$3,526,440 ",2014
Tyler Hansbrough,"$3,183,000 ",2014
Aaron Gray,"$2,690,875 ",2014
Terrence Ross,"$2,678,640 ",2014
Quentin Richardson,"$1,399,507 ",2014
D.J. Augustin,"$1,267,000 ",2014
Austin Daye,"$947,907 ",2014
Quincy Acy,"$788,872 ",2014
Kyle Lowry,"$12,000,000 ",2015
DeMar DeRozan,"$9,500,000 ",2015
Amir Johnson,"$7,000,000 ",2015
Greivis Vasquez,"$6,400,000 ",2015
Landry Fields,"$6,250,000 ",2015
Chuck Hayes,"$5,958,750 ",2015
Patrick Patterson,"$5,831,326 ",2015
Lou Williams,"$5,450,000 ",2015
Jonas Valanciunas,"$3,678,360 ",2015
Tyler Hansbrough,"$3,326,235 ",2015
Terrence Ross,"$2,793,960 ",2015
James Johnson,"$2,500,000 ",2015
Lucas Nogueira,"$1,762,680 ",2015
Bruno Caboclo,"$1,458,360 ",2015
Greg Stiemsma,"$981,084 ",2015
Marcus Camby,"$646,609 ",2015
Will Cherry,"$25,000 ",2015
DeMarre Carroll,"$13,500,000 ",2016
Kyle Lowry,"$12,000,000 ",2016
DeMar DeRozan,"$9,500,000 ",2016
Cory Joseph,"$7,000,000 ",2016
Patrick Patterson,"$6,268,675 ",2016
Jonas Valanciunas,"$4,660,482 ",2016
Terrence Ross,"$3,553,917 ",2016
Bismack Biyombo,"$3,000,000 ",2016
Luis Scola,"$3,000,000 ",2016
James Johnson,"$2,500,000 ",2016
Lucas Nogueira,"$1,842,000 ",2016
Bruno Caboclo,"$1,524,000 ",2016
Delon Wright,"$1,509,360 ",2016
Anthony Bennett,"$947,276 ",2016
Norman Powell,"$650,000 ",2016
Jason Thompson,"$328,955 ",2016
Ronald Roberts,"$75,000 ",2016
Michale Kyser,"$25,000 ",2016
Shannon Scott,"$25,000 ",2016
Axel Toupane,"$25,000 ",2016
DeMar DeRozan,"$26,540,100 ",2017
Jonas Valanciunas,"$14,382,022 ",2017
DeMarre Carroll,"$14,200,000 ",2017
Serge Ibaka,"$12,250,000 ",2017
Kyle Lowry,"$12,000,000 ",2017
Cory Joseph,"$7,330,000 ",2017
Patrick Patterson,"$6,050,000 ",2017
P.J. Tucker,"$5,300,000 ",2017
Jakob Poeltl,"$2,703,960 ",2017
Lucas Nogueira,"$1,921,320 ",2017
Bruno Caboclo,"$1,589,640 ",2017
Delon Wright,"$1,577,280 ",2017
Pascal Siakam,"$1,196,040 ",2017
Norman Powell,"$874,636 ",2017
Fred VanVleet,"$543,471 ",2017
Brady Heslip,"$56,500 ",2017
Yanick Moreira,"$50,000 ",2017
E.J. Singler,"$50,000 ",2017
Jarrod Uthoff,"$50,000 ",2017
Kyle Lowry,"$28,703,704 ",2018
DeMar DeRozan,"$27,739,975 ",2018
Serge Ibaka,"$20,061,729 ",2018
Jonas Valanciunas,"$15,460,675 ",2018
C.J. Miles,"$7,936,509 ",2018
Lucas Nogueira,"$2,947,305 ",2018
Jakob Poeltl,"$2,825,640 ",2018
Delon Wright,"$1,645,200 ",2018
OG Anunoby,"$1,645,200 ",2018
Malachi Richardson,"$1,504,560 ",2018
Norman Powell,"$1,471,382 ",2018
Pascal Siakam,"$1,312,611 ",2018
Fred VanVleet,"$1,312,611 ",2018
Justin Hamilton,"$1,000,000 ",2018
Alfonzo McKinnie,"$815,615 ",2018
K.J. McDaniels,"$100,000 ",2018
Nigel Hayes,"$92,160 ",2018
Malcolm Miller,$0 ,2018
Lorenzo Brown,$0 ,2018
Kyle Lowry,"$31,200,000 ",2019
Marc Gasol,"$24,119,025 ",2019
Kawhi Leonard,"$23,114,067 ",2019
Serge Ibaka,"$21,666,667 ",2019
Danny Green,"$10,000,000 ",2019
Norman Powell,"$9,367,200 ",2019
Fred VanVleet,"$8,653,847 ",2019
OG Anunoby,"$1,952,760 ",2019
Pascal Siakam,"$1,544,951 ",2019
Justin Hamilton,"$1,000,000 ",2019
Lorenzo Brown,"$800,000 ",2019
Patrick McCaw,"$786,211 ",2019
Jeremy Lin,"$697,000 ",2019
Malcolm Miller,"$457,418 ",2019
Chris Boucher,"$457,418 ",2019
Jodie Meeks,"$319,677 ",2019
Eric Moreland,"$106,237 ",2019
Jordan Loyd,$0 ,2019
Kyle Lowry,"$33,296,296 ",2020
Marc Gasol,"$25,595,700 ",2020
Serge Ibaka,"$23,271,604 ",2020
Norman Powell,"$10,116,576 ",2020
Fred VanVleet,"$9,346,153 ",2020
Patrick McCaw,"$4,000,000 ",2020
Stanley Johnson,"$3,623,000 ",2020
Rondae Hollis-Jefferson,"$2,500,000 ",2020
Pascal Siakam,"$2,351,839 ",2020
OG Anunoby,"$2,281,800 ",2020
Malcolm Miller,"$1,588,231 ",2020
Chris Boucher,"$1,488,967 ",2020
Justin Hamilton,"$1,000,000 ",2020
Dewan Hernandez,"$898,310 ",2020
Terence Davis,"$898,310 ",2020
Matt Thomas,"$898,310 ",2020
Cameron Payne,"$150,000 ",2020
Isaiah Taylor,"$50,000 ",2020
Oshae Brissett,$0 ,2020
Paul Watson,$0 ,2020
Pascal Siakam,"$30,559,200 ",2021
Kyle Lowry,"$30,500,000 ",2021
Fred VanVleet,"$21,250,000 ",2021
Rodney Hood,"$10,047,450 ",2021
Aron Baynes,"$7,000,000 ",2021
Chris Boucher,"$6,500,000 ",2021
Patrick McCaw,"$4,000,000 ",2021
OG Anunoby,"$3,872,215 ",2021
Stanley Johnson,"$3,804,150 ",2021
Alex Len,"$2,258,000 ",2021
Malachi Flynn,"$1,950,600 ",2021
DeAndre' Bembry,"$1,737,145 ",2021
Gary Trent,"$1,663,861 ",2021
Paul Watson,"$1,445,697 ",2021
Khem Birch,"$410,691 ",2021
Yuta Watanabe,"$321,893 ",2021
Oshae Brissett,"$300,000 ",2021
Freddie Gillespie,"$239,959 ",2021
Henry Ellenson,"$160,998 ",2021
Donta Hall,"$99,020 ",2021
Jalen Harris,$0 ,2021
Pascal Siakam,"$33,003,936 ",2022
Fred VanVleet,"$19,675,926 ",2022
OG Anunoby,"$16,071,429 ",2022
Gary Trent,"$16,000,000 ",2022
Thaddeus Young,"$14,190,000 ",2022
Scottie Barnes,"$7,280,400 ",2022
Chris Boucher,"$7,020,000 ",2022
Khem Birch,"$6,350,000 ",2022
Precious Achiuwa,"$2,711,280 ",2022
Malachi Flynn,"$2,048,040 ",2022
Drew Eubanks,"$1,762,796 ",2022
Yuta Watanabe,"$1,762,796 ",2022
Svi Mykhailiuk,"$1,729,217 ",2022
Isaac Bonga,"$1,729,217 ",2022
Dalano Banton,"$925,258 ",2022
Armoni Brooks,"$421,156 ",2022
Sam Dekker,"$350,000 ",2022
D.J. Wilson,"$308,493 ",2022
Ish Wainright,"$250,000 ",2022
Juwan Morgan,"$95,930 ",2022
Tremont Waters,"$95,930 ",2022
Daniel Oturu,"$85,578 ",2022
David Johnson,$0 ,2022
Justin Champagnie,$0 ,2022
Pascal Siakam,"$35,448,672 ",2023
Fred VanVleet,"$21,250,000 ",2023
Gary Trent Jr.,"$17,505,000 ",2023
OG Anunoby,"$17,357,143 ",2023
Chris Boucher,"$12,690,000 ",2023
Jakob Poeltl,"$9,398,148 ",2023
Thaddeus Young,"$8,000,000 ",2023
Scottie Barnes,"$7,644,600 ",2023
Otto Porter Jr.,"$6,000,000 ",2023
Precious Achiuwa,"$2,840,160 ",2023
Malachi Flynn,"$2,145,720 ",2023
Svi Mykhailiuk,"$1,878,720 ",2023
Josh Jackson,"$1,836,090 ",2023
Juancho Hernangomez,"$1,836,090 ",2023
Reggie Perry,"$1,836,090 ",2023
David Johnson,"$1,637,966 ",2023
Dalano Banton,"$1,563,518 ",2023
Christian Koloko,"$1,500,000 ",2023
Gabe Brown,"$1,017,781 ",2023
Ryan Hawkins,"$1,017,781 ",2023
Christian Vital,"$1,017,781 ",2023
Justin Champagnie,"$825,000 ",2023
Joe Wieskamp,"$545,989 ",2023
Will Barton,"$432,642 ",2023
D.J. Wilson,"$250,000 ",2023
Ish Wainright,"$125,000 ",2023
Joe Wieskamp,"$94,136 ",2023
Joe Wieskamp,"$94,136 ",2023
Armoni Brooks,"$50,000 ",2023
Saben Lee,"$10,492 ",2023
