Player,Salary,Year
Chris Kaman,"$3,183,000 ",2014
Jodie Meeks,"$1,550,000 ",2014
Chris Duhon,"$1,500,000 ",2014
Nick Young,"$1,106,942 ",2014
Jordan Farmar,"$1,106,941 ",2014
Wesley Johnson,"$916,099 ",2014
Robert Sacre,"$788,872 ",2014
Ryan Kelly,"$490,180 ",2014
Kobe Bryant,"$23,500,000 ",2015
Steve Nash,"$9,701,000 ",2015
Jordan Hill,"$9,000,000 ",2015
Jeremy Lin,"$8,374,646 ",2015
Nick Young,"$4,994,420 ",2015
Carlos Boozer,"$3,250,000 ",2015
Julius Randle,"$2,997,360 ",2015
Ryan Kelly,"$1,650,000 ",2015
Ronnie Price,"$1,316,809 ",2015
Xavier Henry,"$1,082,000 ",2015
Wayne Ellington,"$1,063,384 ",2015
Wesley Johnson,"$981,084 ",2015
Ed Davis,"$981,084 ",2015
Robert Sacre,"$915,243 ",2015
Jordan Clarkson,"$507,336 ",2015
Tarik Black,"$507,336 ",2015
Dwight Buycks,"$48,028 ",2015
Jabari Brown,"$44,765 ",2015
Kobe Bryant,"$25,000,000 ",2016
Roy Hibbert,"$15,500,000 ",2016
Lou Williams,"$7,000,000 ",2016
Nick Young,"$5,219,169 ",2016
D'Angelo Russell,"$5,103,120 ",2016
Julius Randle,"$3,132,240 ",2016
Brandon Bass,"$3,000,000 ",2016
Ryan Kelly,"$1,724,250 ",2016
Metta World Peace,"$1,499,187 ",2016
Larry Nance Jr.,"$1,155,600 ",2016
Robert Sacre,"$981,348 ",2016
Jordan Clarkson,"$845,059 ",2016
Tarik Black,"$845,059 ",2016
Anthony Brown,"$700,000 ",2016
Marcelo Huertas,"$525,093 ",2016
Jonathan Holmes,"$100,000 ",2016
Michael Frazier,"$50,000 ",2016
Robert Upshaw,"$35,000 ",2016
Luol Deng,"$18,000,000 ",2017
Timofey Mozgov,"$16,000,000 ",2017
Jordan Clarkson,"$12,500,000 ",2017
Jose Calderon,"$7,708,427 ",2017
Corey Brewer,"$7,600,000 ",2017
Tarik Black,"$6,191,000 ",2017
Nick Young,"$5,443,918 ",2017
D'Angelo Russell,"$5,332,800 ",2017
Brandon Ingram,"$5,281,680 ",2017
Julius Randle,"$3,267,120 ",2017
Tyler Ennis,"$1,733,880 ",2017
Metta World Peace,"$1,551,659 ",2017
Larry Nance Jr.,"$1,207,680 ",2017
Thomas Robinson,"$1,050,961 ",2017
Ivica Zubac,"$1,034,956 ",2017
Anthony Brown,"$874,636 ",2017
Yi Jianlian,"$250,000 ",2017
David Nwaba,"$137,466 ",2017
Zach Auguste,"$60,000 ",2017
Brook Lopez,"$22,642,350 ",2018
Kentavious Caldwell-Pope,"$17,745,894 ",2018
Luol Deng,"$17,190,000 ",2018
Channing Frye,"$7,420,912 ",2018
Corey Brewer,"$6,879,366 ",2018
Lonzo Ball,"$6,286,560 ",2018
Isaiah Thomas,"$6,261,395 ",2018
Brandon Ingram,"$5,519,400 ",2018
Julius Randle,"$4,149,242 ",2018
Tyler Ennis,"$1,524,305 ",2018
Kyle Kuzma,"$1,423,560 ",2018
Josh Hart,"$1,394,520 ",2018
Ivica Zubac,"$1,312,611 ",2018
Andrew Bogut,"$1,105,123 ",2018
Thomas Bryant,"$815,615 ",2018
Travis Wear,"$296,636 ",2018
Derrick Williams,"$83,129 ",2018
Briante Weber,"$50,000 ",2018
V.J. Beachem,"$50,000 ",2018
Vander Blue,"$50,000 ",2018
Nigel Hayes,"$46,080 ",2018
Andre Ingram,"$13,824 ",2018
Gary Payton,$0 ,2018
Alex Caruso,$0 ,2018
LeBron James,"$35,654,150 ",2019
Luol Deng,"$14,354,067 ",2019
Kentavious Caldwell-Pope,"$12,000,000 ",2019
Rajon Rondo,"$9,000,000 ",2019
Lonzo Ball,"$7,461,960 ",2019
Brandon Ingram,"$5,757,120 ",2019
Mike Muscala,"$5,000,000 ",2019
Lance Stephenson,"$4,449,000 ",2019
Reggie Bullock,"$2,500,000 ",2019
Tyson Chandler,"$2,393,887 ",2019
JaVale McGee,"$2,393,887 ",2019
Moritz Wagner,"$1,762,080 ",2019
Kyle Kuzma,"$1,689,840 ",2019
Josh Hart,"$1,655,160 ",2019
Isaac Bonga,"$1,000,000 ",2019
Scott Machado,"$76,236 ",2019
Andre Ingram,"$76,236 ",2019
Jemerrio Jones,"$52,108 ",2019
Alex Caruso,$0 ,2019
Johnathan Williams,$0 ,2019
LeBron James,"$37,436,858 ",2020
Anthony Davis,"$27,093,019 ",2020
Danny Green,"$14,634,146 ",2020
Kentavious Caldwell-Pope,"$8,089,282 ",2020
Luol Deng,"$5,000,000 ",2020
Avery Bradley,"$4,767,000 ",2020
JaVale McGee,"$4,000,000 ",2020
DeMarcus Cousins,"$3,500,000 ",2020
Quinn Cook,"$3,000,000 ",2020
Alex Caruso,"$2,750,000 ",2020
Jared Dudley,"$2,564,753 ",2020
Rajon Rondo,"$2,564,753 ",2020
Dwight Howard,"$2,564,753 ",2020
Troy Daniels,"$2,028,594 ",2020
Kyle Kuzma,"$1,974,600 ",2020
Markieff Morris,"$1,750,000 ",2020
Talen Horton-Tucker,"$898,310 ",2020
Dion Waiters,"$503,656 ",2020
J.R. Smith,"$289,803 ",2020
Demetrius Jackson,"$18,312 ",2020
Jordan Caroline,"$6,000 ",2020
Kostas Antetokounmpo,$0 ,2020
Devontae Cacok,$0 ,2020
LeBron James,"$39,219,566 ",2021
Anthony Davis,"$32,742,000 ",2021
Dennis Schroder,"$16,000,000 ",2021
Kentavious Caldwell-Pope,"$12,073,020 ",2021
Montrezl Harrell,"$9,258,000 ",2021
Luol Deng,"$5,000,000 ",2021
Wesley Matthews,"$3,623,000 ",2021
Kyle Kuzma,"$3,562,178 ",2021
Alex Caruso,"$2,750,000 ",2021
Marc Gasol,"$2,564,753 ",2021
Quinn Cook,"$1,797,183 ",2021
Alfonzo McKinnie,"$1,762,796 ",2021
Jared Dudley,"$1,620,564 ",2021
Markieff Morris,"$1,620,564 ",2021
Talen Horton-Tucker,"$1,517,981 ",2021
Jordan Bell,"$580,062 ",2021
Andre Drummond,"$554,988 ",2021
Ben McLemore,"$455,090 ",2021
Damian Jones,"$221,996 ",2021
Kostas Antetokounmpo,$0 ,2021
Devontae Cacok,$0 ,2021
Russell Westbrook,"$44,211,146 ",2022
LeBron James,"$41,180,544 ",2022
Anthony Davis,"$35,361,360 ",2022
Talen Horton-Tucker,"$9,500,000 ",2022
Kendrick Nunn,"$5,000,000 ",2022
Luol Deng,"$5,000,000 ",2022
Dwight Howard,"$2,641,691 ",2022
DeAndre Jordan,"$2,641,691 ",2022
Carmelo Anthony,"$2,641,691 ",2022
Wayne Ellington,"$2,641,691 ",2022
Avery Bradley,"$2,641,691 ",2022
Trevor Ariza,"$2,641,691 ",2022
Kent Bazemore,"$2,401,537 ",2022
Malik Monk,"$1,789,256 ",2022
Stanley Johnson,"$1,248,865 ",2022
Austin Reaves,"$925,258 ",2022
D.J. Augustin,"$622,467 ",2022
Darren Collison,"$151,821 ",2022
Isaiah Thomas,"$138,019 ",2022
Jemerrio Jones,"$85,578 ",2022
Wenyen Gabriel,"$29,814 ",2022
Sekou Doumbouya,$0 ,2022
Chaundee Brown,$0 ,2022
Jay Huff,$0 ,2022
Mason Jones,$0 ,2022
Mac McClung,$0 ,2022
LeBron James,"$44,474,988 ",2023
Anthony Davis,"$37,980,720 ",2023
D'Angelo Russell,"$31,377,750 ",2023
Malik Beasley,"$15,558,035 ",2023
Mo Bamba,"$10,300,000 ",2023
Lonnie Walker IV,"$6,479,000 ",2023
Rui Hachimura,"$6,263,188 ",2023
Jarred Vanderbilt,"$4,374,000 ",2023
Davon Reed,"$1,902,133 ",2023
Wenyen Gabriel,"$1,878,720 ",2023
Troy Brown Jr.,"$1,836,090 ",2023
Shaquille Harrison,"$1,836,090 ",2023
Dennis Schroder,"$1,836,090 ",2023
Dwayne Bacon,"$1,836,090 ",2023
Jay Huff,"$1,637,966 ",2023
Austin Reaves,"$1,563,518 ",2023
Max Christie,"$1,017,781 ",2023
L.J. Figueroa,"$1,017,781 ",2023
Nate Pierre-Louis,"$1,017,781 ",2023
Fabian White Jr.,"$1,017,781 ",2023
Javante McCoy,"$1,017,781 ",2023
Matt Ryan,"$442,439 ",2023
Sterling Brown,"$105,522 ",2023
