Player,Salary,Year
Jordan Goodwin,"$53,176 ",2022
Jaime Echenique,"$53,176 ",2022
Jordan Schakel,"$53,176 ",2022
Craig Sword,"$53,176 ",2022
Cassius Winston,$0 ,2022
Joel Ayayi,$0 ,2022
Bradley Beal,"$43,279,250 ",2023
Kristaps Porzingis,"$33,833,400 ",2023
Will Barton,"$14,375,000 ",2023
Kyle Kuzma,"$13,000,000 ",2023
Monte Morris,"$9,125,000 ",2023
Delon Wright,"$7,804,878 ",2023
Kendrick Nunn,"$5,250,000 ",2023
Deni Avdija,"$4,916,160 ",2023
Johnny Davis,"$4,810,320 ",2023
Corey Kispert,"$3,552,840 ",2023
Daniel Gafford,"$1,930,681 ",2023
Anthony Gill,"$1,836,090 ",2023
Taj Gibson,"$1,836,090 ",2023
Vernon Carey Jr.,"$1,782,621 ",2023
Craig Sword,"$1,637,966 ",2023
Jaime Echenique,"$1,637,966 ",2023
Isaiah Todd,"$1,575,000 ",2023
Makur Maker,"$1,017,781 ",2023
Davion Mintz,"$1,017,781 ",2023
Quenton Jackson,"$1,017,781 ",2023
Jordan Goodwin,"$900,000 ",2023
Xavier Cooks,"$140,384 ",2023
Jamaree Bouyea,"$58,493 ",2023
