Player,Salary,Year
Tim Frazier,"$144,157 ",2016
Jordan Hamilton,"$119,462 ",2016
James Ennis,"$74,564 ",2016
Orlando Johnson,"$55,722 ",2016
Jimmer Fredette,"$54,812 ",2016
Nate Robinson,"$44,000 ",2016
Anthony Davis,"$22,116,750 ",2017
DeMarcus Cousins,"$16,957,900 ",2017
Jrue Holiday,"$11,286,518 ",2017
Solomon Hill,"$11,241,218 ",2017
Omer Asik,"$9,904,494 ",2017
E'Twaun Moore,"$8,081,363 ",2017
Alexis Ajinca,"$4,600,000 ",2017
Quincy Pondexter,"$3,617,978 ",2017
Omri Casspi,"$3,000,000 ",2017
Dante Cunningham,"$2,978,250 ",2017
Tim Frazier,"$2,090,000 ",2017
Alonzo Gee,"$1,400,000 ",2017
Lance Stephenson,"$1,227,286 ",2017
Terrence Jones,"$1,050,961 ",2017
Donatas Motiejunas,"$576,724 ",2017
Cheick Diallo,"$543,471 ",2017
Reggie Williams,"$252,676 ",2017
Jordan Crawford,"$234,915 ",2017
Hollis Thompson,"$119,494 ",2017
Anthony Brown,"$108,043 ",2017
Archie Goodwin,"$95,600 ",2017
Jarrett Jack,"$91,274 ",2017
Quinn Cook,"$79,922 ",2017
Wayne Selden,"$31,969 ",2017
Axel Toupane,"$20,580 ",2017
Jrue Holiday,"$25,686,667 ",2018
Anthony Davis,"$23,775,506 ",2018
DeMarcus Cousins,"$18,063,850 ",2018
Nikola Mirotic,"$12,500,000 ",2018
Solomon Hill,"$12,236,535 ",2018
E'Twaun Moore,"$8,445,024 ",2018
Alexis Ajinca,"$4,961,798 ",2018
Rajon Rondo,"$3,300,000 ",2018
Darius Miller,"$2,100,000 ",2018
Rashad Vaughn,"$1,889,040 ",2018
Ian Clark,"$1,471,382 ",2018
Cheick Diallo,"$1,312,611 ",2018
Frank Jackson,"$815,615 ",2018
Emeka Okafor,"$774,914 ",2018
DeAndre Liggins,"$754,378 ",2018
Jordan Crawford,"$308,190 ",2018
Josh Smith,"$210,500 ",2018
Larry Drew,"$148,318 ",2018
"Walt Lemon, Jr.","$92,160 ",2018
Quinn Cook,"$25,000 ",2018
Axel Toupane,"$25,000 ",2018
Mike James,$0 ,2018
Charles Cooke,$0 ,2018
Jrue Holiday,"$25,976,111 ",2019
Anthony Davis,"$25,434,262 ",2019
Solomon Hill,"$12,252,928 ",2019
E'Twaun Moore,"$8,808,685 ",2019
Julius Randle,"$8,641,000 ",2019
Markieff Morris,"$8,600,000 ",2019
Jason Smith,"$5,450,000 ",2019
Stanley Johnson,"$3,940,402 ",2019
Elfrid Payton,"$3,000,000 ",2019
Darius Miller,"$2,205,000 ",2019
Ian Clark,"$1,757,429 ",2019
Tim Frazier,"$1,621,415 ",2019
Jahlil Okafor,"$1,567,007 ",2019
Cheick Diallo,"$1,544,951 ",2019
Christian Wood,"$1,512,601 ",2019
Frank Jackson,"$1,378,242 ",2019
Kenrich Williams,"$838,464 ",2019
Dairis Bertans,"$194,220 ",2019
Garlon Green,"$50,000 ",2019
Troy Williams,"$34,183 ",2019
Trevon Bluiett,$0 ,2019
Jrue Holiday,"$26,131,111 ",2020
Derrick Favors,"$17,650,000 ",2020
J.J. Redick,"$13,486,300 ",2020
Zion Williamson,"$9,757,440 ",2020
Lonzo Ball,"$8,719,320 ",2020
E'Twaun Moore,"$8,664,928 ",2020
Brandon Ingram,"$7,265,485 ",2020
Darius Miller,"$7,250,000 ",2020
Jaxson Hayes,"$4,862,040 ",2020
Nicolo Melli,"$4,102,564 ",2020
Nickeil Alexander-Walker,"$2,964,840 ",2020
Josh Hart,"$1,934,160 ",2020
Jahlil Okafor,"$1,702,486 ",2020
Frank Jackson,"$1,618,520 ",2020
Kenrich Williams,"$1,416,852 ",2020
Sindarius Thornwell,"$183,115 ",2020
Josh Gray,$0 ,2020
Zylan Cheatham,$0 ,2020
Steven Adams,"$29,592,695 ",2021
Brandon Ingram,"$27,285,000 ",2021
Eric Bledsoe,"$16,875,000 ",2021
James Johnson,"$16,047,100 ",2021
Lonzo Ball,"$11,003,782 ",2021
Zion Williamson,"$10,245,480 ",2021
Jaxson Hayes,"$5,105,160 ",2021
Kira Lewis,"$3,640,200 ",2021
Josh Hart,"$3,491,159 ",2021
Nickeil Alexander-Walker,"$3,113,160 ",2021
Wes Iwundu,"$1,678,854 ",2021
Willy Hernangomez,"$1,620,564 ",2021
Wenyen Gabriel,"$1,620,564 ",2021
Sindarius Thornwell,"$943,480 ",2021
Marcos Louzada Silva,"$123,056 ",2021
Naji Marshall,"$120,000 ",2021
Isaiah Thomas,"$110,998 ",2021
Will Magnay,$0 ,2021
James Nunnally,$0 ,2021
CJ McCollum,"$30,864,198 ",2022
Brandon Ingram,"$29,467,800 ",2022
Jonas Valanciunas,"$14,000,000 ",2022
Devonte' Graham,"$11,000,000 ",2022
Zion Williamson,"$10,733,400 ",2022
Larry Nance,"$10,690,909 ",2022
Jaxson Hayes,"$5,348,280 ",2022
Garrett Temple,"$4,910,000 ",2022
Kira Lewis,"$3,822,240 ",2022
Trey Murphy,"$3,053,760 ",2022
Tony Snell,"$2,389,641 ",2022
Willy Hernangomez,"$2,327,220 ",2022
Herbert Jones,"$1,700,000 ",2022
Naji Marshall,"$1,517,981 ",2022
Jose Alvarado,"$1,500,000 ",2022
Gary Clark,"$377,645 ",2022
Alize Johnson,"$198,760 ",2022
Tyrone Wallace,"$191,860 ",2022
Wenyen Gabriel,"$99,380 ",2022
Justin James,"$95,930 ",2022
Miye Oni,"$95,930 ",2022
Jared Harper,"$95,930 ",2022
Zylan Cheatham,"$89,057 ",2022
Feron Hunt,"$53,176 ",2022
Daulton Hommes,$0 ,2022
Anthony Tolliver,$0 ,2022
CJ McCollum,"$33,333,333 ",2023
Brandon Ingram,"$31,650,600 ",2023
Jonas Valanciunas,"$14,700,000 ",2023
Zion Williamson,"$13,534,817 ",2023
Josh Richardson,"$12,196,094 ",2023
Larry Nance Jr.,"$9,672,727 ",2023
Jaxson Hayes,"$6,803,012 ",2023
Dyson Daniels,"$5,508,600 ",2023
Garrett Temple,"$5,155,500 ",2023
Kira Lewis Jr.,"$4,004,280 ",2023
Trey Murphy III,"$3,206,520 ",2023
Willy Hernangomez,"$2,443,581 ",2023
Kelan Martin,"$1,836,090 ",2023
Zylan Cheatham,"$1,836,090 ",2023
Herbert Jones,"$1,785,000 ",2023
Naji Marshall,"$1,782,621 ",2023
Javonte Smart,"$1,637,966 ",2023
Jose Alvarado,"$1,563,518 ",2023
John Butler,"$1,563,518 ",2023
John Petty Jr.,"$1,017,781 ",2023
Daeqwon Plowden,"$1,017,781 ",2023
