,Unnamed: 0,Rk,Unnamed: 1,Salary,Year
265,11,12,Zoran Dragic,"$2,050,397",2016
266,12,13,Perry Jones,"$2,038,206",2016
267,13,14,Terry Rozier,"$1,824,360",2016
268,14,15,James Young,"$1,749,840",2016
269,15,16,Jordan Mickey,"$1,200,000",2016
270,16,17,R.J. Hunter,"$1,148,640",2016
271,17,18,Coty Clarke,"$61,776",2016
272,18,19,Levi Randolph,"$25,000",2016
273,19,20,Corey Walden,"$25,000",2016
274,20,21,Malcolm Miller,"$25,000",2016
275,21,22,John Holland,"$9,266",2016
276,0,1,Al Horford,"$26,540,100",2017
277,1,2,Amir Johnson,"$12,000,000",2017
278,2,3,Avery Bradley,"$8,269,663",2017
279,3,4,Tyler Zeller,"$8,000,000",2017
280,4,5,Isaiah Thomas,"$6,587,132",2017
281,5,6,Jae Crowder,"$6,286,408",2017
282,6,7,Jonas Jerebko,"$5,000,000",2017
283,7,8,Jaylen Brown,"$4,743,000",2017
284,8,9,Marcus Smart,"$3,578,880",2017
285,9,10,Kelly Olynyk,"$3,094,014",2017
286,10,11,Terry Rozier,"$1,906,440",2017
287,11,12,James Young,"$1,825,200",2017
288,12,13,Demetrius Jackson,"$1,450,000",2017
289,13,14,Gerald Green,"$1,410,598",2017
290,14,15,Jordan Mickey,"$1,223,653",2017
291,15,16,R.J. Hunter,"$1,200,240",2017
292,16,17,Ben Bentil,"$250,000",2017
293,17,18,Damion Lee,"$50,000",2017
294,18,19,Jalen Jones,"$25,000",2017
295,19,20,Marcus Georges-Hunt,"$25,000",2017
296,0,1,Gordon Hayward,"$29,727,900",2018
297,1,2,Al Horford,"$27,734,405",2018
298,2,3,Kyrie Irving,"$18,868,625",2018
299,3,4,Jayson Tatum,"$5,645,400",2018
300,4,5,Marcus Morris,"$5,000,000",2018
301,5,6,Greg Monroe,"$5,000,000",2018
302,6,7,Jaylen Brown,"$4,956,480",2018
303,7,8,Marcus Smart,"$4,538,020",2018
304,8,9,Aron Baynes,"$4,328,000",2018
305,9,10,Guerschon Yabusele,"$2,247,480",2018
306,10,11,Terry Rozier,"$1,988,520",2018
307,11,12,Shane Larkin,"$1,471,382",2018
308,12,13,Semi Ojeleye,"$1,291,892",2018
309,13,14,Abdel Nader,"$1,167,333",2018
310,14,15,Daniel Theis,"$815,615",2018
311,15,16,Demetrius Jackson,"$92,858",2018
312,16,17,Jarell Eddie,"$83,129",2018
313,17,18,Xavier Silas,"$74,159",2018
314,18,19,Jonathan Gibson,"$44,495",2018
315,19,20,Jabari Bird,$0,2018
316,20,21,Kadeem Allen,$0,2018
317,0,1,Gordon Hayward,"$31,214,295",2019
318,1,2,Al Horford,"$28,928,710",2019
319,2,3,Kyrie Irving,"$20,099,189",2019
320,3,4,Marcus Smart,"$11,660,716",2019
321,4,5,Jayson Tatum,"$6,700,800",2019
322,5,6,Marcus Morris,"$5,375,000",2019
323,6,7,Aron Baynes,"$5,193,600",2019
324,7,8,Jaylen Brown,"$5,169,960",2019
325,8,9,Terry Rozier,"$3,050,390",2019
326,9,10,Guerschon Yabusele,"$2,667,600",2019
327,10,11,Robert Williams,"$1,654,440",2019
328,11,12,Semi Ojeleye,"$1,378,242",2019
329,12,13,Daniel Theis,"$1,378,242",2019
330,13,14,Brad Wanamaker,"$838,464",2019
331,14,15,Greg Monroe,"$122,344",2019
332,15,16,Demetrius Jackson,"$92,857",2019
333,16,17,Jonathan Gibson,"$17,092",2019
334,17,18,R.J. Hunter,$0,2019
335,18,19,PJ Dozier,$0,2019
336,0,1,Kemba Walker,"$32,742,000",2020
337,1,2,Gordon Hayward,"$32,700,690",2020
338,2,3,Marcus Smart,"$11,768,879",2020
339,3,4,Jayson Tatum,"$7,830,000",2020
340,4,5,Jaylen Brown,"$6,534,829",2020
341,5,6,Daniel Theis,"$5,000,000",2020
342,6,7,Enes Freedom,"$4,767,000",2020
343,7,8,Romeo Langford,"$3,458,400",2020
344,8,9,Vincent Poirier,"$2,505,793",2020
345,9,10,Grant Williams,"$2,379,840",2020
346,10,11,Robert Williams,"$1,937,520",2020
347,11,12,Semi Ojeleye,"$1,618,520",2020
348,12,13,Brad Wanamaker,"$1,355,341",2020
349,13,14,Carsen Edwards,"$1,228,026",2020
350,14,15,Guerschon Yabusele,"$1,039,080",2020
351,15,16,Javonte Green,"$898,310",2020
352,16,17,Max Strus,"$415,414",2020
353,17,18,Demetrius Jackson,"$92,857",2020
354,18,19,Tremont Waters,$0,2020
355,19,20,Tacko Fall,$0,2020
356,0,1,Kemba Walker,"$34,379,100",2021
357,1,2,Jaylen Brown,"$23,437,500",2021
358,2,3,Evan Fournier,"$17,450,000",2021
359,3,4,Marcus Smart,"$13,446,428",2021
360,4,5,Jayson Tatum,"$9,897,120",2021
361,5,6,Tristan Thompson,"$9,258,000",2021
362,6,7,Romeo Langford,"$3,631,200",2021
363,7,8,Aaron Nesmith,"$3,458,400",2021
364,8,9,Grant Williams,"$2,498,760",2021
365,9,10,Luke Kornet,"$2,250,000",2021
366,10,11,Moritz Wagner,"$2,161,920",2021
367,11,12,Payton Pritchard,"$2,035,800",2021
368,12,13,Robert Williams,"$2,029,920",2021
369,13,14,Semi Ojeleye,"$1,752,950",2021
370,14,15,Carsen Edwards,"$1,517,981",2021
371,15,16,Guerschon Yabusele,"$1,039,080",2021
372,16,17,Jabari Parker,"$430,729",2021
373,17,18,Demetrius Jackson,"$92,857",2021
374,18,19,Tremont Waters,$0,2021
375,19,20,Tacko Fall,$0,2021
376,0,1,Jayson Tatum,"$28,103,550",2022
377,1,2,Al Horford,"$27,000,000",2022
378,2,3,Jaylen Brown,"$24,830,357",2022
379,3,4,Derrick White,"$15,178,571",2022
380,4,5,Marcus Smart,"$13,839,285",2022
381,5,6,Daniel Theis,"$8,280,351",2022
382,6,7,Robert Williams,"$3,661,976",2022
383,7,8,Aaron Nesmith,"$3,631,200",2022
384,8,9,Grant Williams,"$2,617,800",2022
385,9,10,Payton Pritchard,"$2,137,440",2022
386,10,11,Jabari Parker,"$1,168,288",2022
387,11,12,Guerschon Yabusele,"$1,039,080",2022
388,12,13,Luke Kornet,"$606,702",2022
389,13,14,Nik Stauskas,"$423,536",2022
390,14,15,Malik Fitts,"$402,218",2022
391,15,16,Sam Hauser,"$313,737",2022
392,16,17,Kelan Martin,"$191,860",2022
393,17,18,C.J. Miles,"$151,821",2022
394,18,19,Al-Farouq Aminu,"$151,821",2022
395,19,20,Joe Johnson,"$151,821",2022
396,20,21,Juwan Morgan,"$115,116",2022
397,21,22,Justin Jackson,"$102,831",2022
398,22,23,Norvel Pelle,"$95,930",2022
399,23,24,Demetrius Jackson,"$92,857",2022
400,24,25,Matt Ryan,$0,2022
401,25,26,Brodric Thomas,$0,2022
402,0,1,Jayson Tatum,"$30,351,780",2023
403,1,2,Jaylen Brown,"$28,741,071",2023
404,2,3,Al Horford,"$26,500,000",2023
405,3,4,Malcolm Brogdon,"$22,600,000",2023
406,4,5,Marcus Smart,"$17,207,142",2023
407,5,6,Derrick White,"$16,892,857",2023
408,6,7,Robert Williams,"$10,937,502",2023
409,7,8,Danilo Gallinari,"$6,479,000",2023
410,8,9,Grant Williams,"$4,306,281",2023
411,9,10,Mike Muscala,"$3,500,000",2023
412,10,11,Payton Pritchard,"$2,239,200",2023
413,11,12,Luke Kornet,"$2,133,278",2023
414,12,13,Bruno Caboclo,"$1,836,090",2023
415,13,14,Jake Layman,"$1,836,090",2023
416,14,15,Denzel Valentine,"$1,836,090",2023
417,15,16,Luka Samanic,"$1,836,090",2023
418,16,17,Brodric Thomas,"$1,836,090",2023
419,17,18,Blake Griffin,"$1,836,090",2023
420,18,19,Sam Hauser,"$1,637,966",2023
421,19,20,Marial Shayok,"$1,637,966",2023
422,20,21,A.J. Reeves,"$1,017,781",2023
423,21,22,Eric Demers,"$1,017,781",2023
424,22,23,Demetrius Jackson,"$92,857",2023
