Player,Salary,Year
Kris Humphries,"$12,000,000 ",2013
Gerald Wallace,"$9,682,435 ",2013
Mirza Teletovic,"$3,090,000 ",2013
Reggie Evans,"$1,622,617 ",2013
Jerry Stackhouse,"$1,352,181 ",2013
Keith Bogans,"$1,229,225 ",2013
MarShon Brooks,"$1,193,280 ",2013
Andray Blatche,"$1,146,337 ",2013
Travis Outlaw,"$1,000,000 ",2013
Tornike Shengelia,"$473,604 ",2013
Tyshawn Taylor,"$473,604 ",2013
Josh Childress,"$377,474 ",2013
Damion James,"$50,258 ",2013
Joe Johnson,"$21,466,718 ",2014
Deron Williams,"$18,466,130 ",2014
Paul Pierce,"$15,333,334 ",2014
Brook Lopez,"$14,693,906 ",2014
Kevin Garnett,"$12,443,735 ",2014
Jason Terry,"$5,625,313 ",2014
Mirza Teletovic,"$3,229,050 ",2014
Andrei Kirilenko,"$3,183,000 ",2014
Reggie Evans,"$1,695,635 ",2014
Andray Blatche,"$1,375,604 ",2014
Mason Plumlee,"$1,298,640 ",2014
Shaun Livingston,"$1,272,279 ",2014
Alan Anderson,"$947,907 ",2014
Tornike Shengelia,"$788,872 ",2014
Tyshawn Taylor,"$788,872 ",2014
Joe Johnson,"$23,180,790 ",2015
Deron Williams,"$19,754,465 ",2015
Brook Lopez,"$15,719,063 ",2015
Thaddeus Young,"$9,410,870 ",2015
Jarrett Jack,"$6,300,000 ",2015
Travis Outlaw,"$4,000,000 ",2015
Mirza Teletovic,"$3,368,100 ",2015
Bojan Bogdanovic,"$3,278,000 ",2015
Sergey Karasev,"$1,533,840 ",2015
Mason Plumlee,"$1,357,080 ",2015
Alan Anderson,"$1,276,061 ",2015
Jerome Jordan,"$915,243 ",2015
Darius Morris,"$702,756 ",2015
Markel Brown,"$507,336 ",2015
Cory Jefferson,"$507,336 ",2015
Earl Clark,"$62,552 ",2015
Joe Johnson,"$24,894,863 ",2016
Brook Lopez,"$20,000,000 ",2016
Thaddeus Young,"$11,200,000 ",2016
Jarrett Jack,"$6,300,000 ",2016
Deron Williams,"$5,500,000 ",2016
Bojan Bogdanovic,"$3,425,510 ",2016
Sergey Karasev,"$1,599,840 ",2016
Shane Larkin,"$1,500,000 ",2016
Wayne Ellington,"$1,500,000 ",2016
Rondae Hollis-Jefferson,"$1,335,480 ",2016
Chris McCullough,"$1,140,240 ",2016
Andrea Bargnani,"$1,039,298 ",2016
Donald Sloan,"$1,015,421 ",2016
Thomas Robinson,"$981,300 ",2016
Willie Reed,"$947,276 ",2016
Markel Brown,"$845,059 ",2016
Sean Kilpatrick,"$320,594 ",2016
Henry Sims,"$161,622 ",2016
Ryan Boatright,"$75,000 ",2016
Quincy Miller,"$50,000 ",2016
Brook Lopez,"$21,165,675 ",2017
Jeremy Lin,"$11,483,254 ",2017
Trevor Booker,"$9,250,000 ",2017
Andrew Nicholson,"$6,088,993 ",2017
Deron Williams,"$5,500,000 ",2017
Luis Scola,"$5,000,000 ",2017
Greivis Vasquez,"$4,347,826 ",2017
K.J. McDaniels,"$3,333,333 ",2017
Justin Hamilton,"$3,000,000 ",2017
Randy Foye,"$2,500,000 ",2017
Quincy Acy,"$1,914,544 ",2017
Caris LeVert,"$1,562,280 ",2017
Rondae Hollis-Jefferson,"$1,395,600 ",2017
Marcus Thornton,"$1,315,448 ",2017
Isaiah Whitehead,"$1,074,145 ",2017
Anthony Bennett,"$1,015,696 ",2017
Joe Harris,"$980,431 ",2017
Sean Kilpatrick,"$980,431 ",2017
Spencer Dinwiddie,"$726,672 ",2017
Jarrett Jack,"$500,000 ",2017
Andrea Bargnani,"$323,599 ",2017
Yogi Ferrell,"$202,300 ",2017
Archie Goodwin,"$194,494 ",2017
Egidijus Mockevicius,"$100,000 ",2017
Cliff Alexander,"$51,449 ",2017
Beau Beech,"$45,000 ",2017
Prince Ibeh,"$31,969 ",2017
Allen Crabbe,"$19,332,500 ",2018
Timofey Mozgov,"$15,280,000 ",2018
DeMarre Carroll,"$14,800,000 ",2018
Jeremy Lin,"$12,000,000 ",2018
D'Angelo Russell,"$5,562,360 ",2018
Deron Williams,"$5,474,787 ",2018
Jahlil Okafor,"$4,995,120 ",2018
Nik Stauskas,"$3,807,147 ",2018
Dante Cunningham,"$2,300,000 ",2018
Jarrett Allen,"$1,713,720 ",2018
Quincy Acy,"$1,709,538 ",2018
Caris LeVert,"$1,632,480 ",2018
Sean Kilpatrick,"$1,524,305 ",2018
Joe Harris,"$1,524,305 ",2018
Spencer Dinwiddie,"$1,524,305 ",2018
Rondae Hollis-Jefferson,"$1,471,382 ",2018
Isaiah Whitehead,"$1,312,611 ",2018
Yakuba Ouattara,$0 ,2018
Milton Doyle,$0 ,2018
James Webb,$0 ,2018
Jacob Wiley,$0 ,2018
Dwight Howard,"$18,919,725 ",2019
Allen Crabbe,"$18,500,000 ",2019
DeMarre Carroll,"$15,400,000 ",2019
Kenneth Faried,"$13,764,045 ",2019
Jared Dudley,"$9,530,000 ",2019
Joe Harris,"$8,333,333 ",2019
D'Angelo Russell,"$7,019,698 ",2019
Deron Williams,"$5,474,787 ",2019
Ed Davis,"$4,449,000 ",2019
Rondae Hollis-Jefferson,"$2,470,357 ",2019
Greg Monroe,"$2,165,481 ",2019
Jarrett Allen,"$2,034,120 ",2019
Shabazz Napier,"$1,942,422 ",2019
Caris LeVert,"$1,702,800 ",2019
Spencer Dinwiddie,"$1,656,092 ",2019
Dzanan Musa,"$1,632,240 ",2019
Rodions Kurucs,"$1,618,320 ",2019
Treveon Graham,"$1,512,601 ",2019
Mitch Creek,"$94,742 ",2019
Tahjere McCall,"$47,371 ",2019
Theo Pinson,"$4,737 ",2019
Alan Williams,$0 ,2019
Kevin Durant,"$37,199,000 ",2020
Kyrie Irving,"$31,742,000 ",2020
Spencer Dinwiddie,"$10,605,600 ",2020
DeAndre Jordan,"$9,881,598 ",2020
Joe Harris,"$7,666,667 ",2020
Deron Williams,"$5,474,787 ",2020
Garrett Temple,"$4,767,000 ",2020
Taurean Prince,"$3,481,986 ",2020
Caris LeVert,"$2,625,718 ",2020
Wilson Chandler,"$2,564,753 ",2020
Jarrett Allen,"$2,376,840 ",2020
Dzanan Musa,"$1,911,600 ",2020
Rodions Kurucs,"$1,699,236 ",2020
David Nwaba,"$1,678,854 ",2020
Nic Claxton,"$898,310 ",2020
Timothe Luwawu-Cabarrot,"$844,170 ",2020
Iman Shumpert,"$419,443 ",2020
Justin Anderson,"$294,432 ",2020
Jamal Crawford,"$289,803 ",2020
Lance Thomas,"$262,152 ",2020
Tyler Johnson,"$212,753 ",2020
Donta Hall,"$101,504 ",2020
Jeremiah Martin,$0 ,2020
Chris Chiozza,$0 ,2020
James Harden,"$41,254,920 ",2021
Kevin Durant,"$39,058,950 ",2021
Kyrie Irving,"$33,460,350 ",2021
Joe Harris,"$16,071,429 ",2021
Spencer Dinwiddie,"$11,454,048 ",2021
DeAndre Jordan,"$10,375,678 ",2021
Jeff Green,"$2,564,753 ",2021
Landry Shamet,"$2,090,040 ",2021
Timothe Luwawu-Cabarrot,"$1,824,003 ",2021
Bruce Brown,"$1,663,861 ",2021
Tyler Johnson,"$1,620,564 ",2021
Nic Claxton,"$1,517,981 ",2021
Blake Griffin,"$776,983 ",2021
Alize Johnson,"$621,587 ",2021
Iman Shumpert,"$558,153 ",2021
LaMarcus Aldridge,"$554,988 ",2021
Andre Roberson,"$274,816 ",2021
Noah Vonleh,"$263,995 ",2021
Mike James,"$237,648 ",2021
Norvel Pelle,"$217,845 ",2021
Tyler Cook,"$99,020 ",2021
Chris Chiozza,$0 ,2021
Reggie Perry,$0 ,2021
Kevin Durant,"$40,918,900 ",2022
Kyrie Irving,"$34,916,200 ",2022
Ben Simmons,"$33,003,936 ",2022
Joe Harris,"$17,357,143 ",2022
Seth Curry,"$8,207,518 ",2022
Patty Mills,"$5,890,000 ",2022
Bruce Brown,"$4,736,102 ",2022
Jevon Carter,"$3,650,000 ",2022
James Johnson,"$2,641,691 ",2022
Blake Griffin,"$2,641,691 ",2022
LaMarcus Aldridge,"$2,641,691 ",2022
Andre Drummond,"$2,401,537 ",2022
Edmond Sumner,"$2,320,000 ",2022
Jahlil Okafor,"$2,130,023 ",2022
Cam Thomas,"$2,036,280 ",2022
Day'Ron Sharpe,"$2,009,040 ",2022
DeAndre' Bembry,"$1,939,350 ",2022
Nic Claxton,"$1,782,621 ",2022
Goran Dragic,"$728,742 ",2022
Langston Galloway,"$257,418 ",2022
Shaquille Harrison,"$205,662 ",2022
James Ennis,"$126,528 ",2022
Wenyen Gabriel,"$99,380 ",2022
Kessler Edwards,"$5,318 ",2022
David Duke,$0 ,2022
Ben Simmons,"$35,448,672 ",2023
Mikal Bridges,"$20,100,000 ",2023
Spencer Dinwiddie,"$19,500,000 ",2023
Joe Harris,"$18,642,857 ",2023
Dorian Finney-Smith,"$12,939,848 ",2023
Royce O'Neale,"$9,200,000 ",2023
Nic Claxton,"$8,500,000 ",2023
Seth Curry,"$8,496,653 ",2023
Patty Mills,"$6,479,000 ",2023
Cameron Johnson,"$5,887,899 ",2023
Jevon Carter,"$3,925,000 ",2023
Cam Thomas,"$2,138,160 ",2023
Day'Ron Sharpe,"$2,109,480 ",2023
Edmond Sumner,"$1,968,175 ",2023
Chris Chiozza,"$1,836,090 ",2023
Yuta Watanabe,"$1,836,090 ",2023
RaiQuan Gray,"$1,017,781 ",2023
RaiQuan Gray,"$1,017,781 ",2023
Kaiser Gates,"$1,017,781 ",2023
Brandon Rachal,"$1,017,781 ",2023
Noah Kirkwood,"$1,017,781 ",2023
Donovan Williams,"$1,017,781 ",2023
Nerlens Noel,"$105,522 ",2023
Moses Brown,"$105,522 ",2023
