Player,Salary,Year
Jerryd Bayless,"$3,000,000 ",2013
Austin Daye,"$2,958,077 ",2013
Ed Davis,"$2,207,040 ",2013
Quincy Pondexter,"$1,234,320 ",2013
Tony Wroten,"$1,110,120 ",2013
Dexter Pittman,"$854,389 ",2013
Jon Leuer,"$762,195 ",2013
Chris Johnson,"$61,290 ",2013
Zach Randolph,"$17,800,000 ",2014
Marc Gasol,"$14,860,523 ",2014
Mike Conley,"$8,000,001 ",2014
Tayshaun Prince,"$7,235,955 ",2014
Courtney Lee,"$5,225,000 ",2014
Tony Allen,"$4,494,382 ",2014
Ed Davis,"$3,153,860 ",2014
Jerryd Bayless,"$3,135,000 ",2014
Kosta Koufos,"$3,000,000 ",2014
Quincy Pondexter,"$2,225,479 ",2014
Mike Miller,"$1,399,507 ",2014
Fab Melo,"$1,311,240 ",2014
Tony Wroten,"$1,160,040 ",2014
Josh Akognon,"$788,872 ",2014
Jamaal Franklin,"$535,000 ",2014
Zach Randolph,"$16,500,000 ",2015
Marc Gasol,"$15,829,688 ",2015
Jeff Green,"$9,445,000 ",2015
Mike Conley,"$8,894,216 ",2015
Courtney Lee,"$5,450,000 ",2015
Tony Allen,"$4,831,461 ",2015
Vince Carter,"$3,911,981 ",2015
Kosta Koufos,"$3,000,000 ",2015
Beno Udrih,"$2,077,000 ",2015
Jordan Adams,"$1,344,120 ",2015
Jon Leuer,"$967,500 ",2015
Nick Calathes,"$816,482 ",2015
Russ Smith,"$816,482 ",2015
Jarnell Stokes,"$725,000 ",2015
Fab Melo,"$437,080 ",2015
Jamaal Franklin,"$163,296 ",2015
Tyrus Thomas,"$72,234 ",2015
JaMychal Green,"$59,686 ",2015
Marc Gasol,"$19,700,000 ",2016
Zach Randolph,"$9,638,555 ",2016
Mike Conley,"$9,588,426 ",2016
Lance Stephenson,"$9,000,000 ",2016
Brandan Wright,"$5,500,000 ",2016
Tony Allen,"$5,168,539 ",2016
Chris Andersen,"$5,000,000 ",2016
Mario Chalmers,"$4,300,000 ",2016
Vince Carter,"$4,088,091 ",2016
Matt Barnes,"$3,542,500 ",2016
Jordan Adams,"$1,404,600 ",2016
Jarell Martin,"$1,230,840 ",2016
P.J. Hairston,"$1,201,440 ",2016
JaMychal Green,"$845,059 ",2016
James Ennis,"$845,059 ",2016
Russ Smith,"$816,482 ",2016
Ryan Hollins,"$593,056 ",2016
Jordan Farmar,"$191,456 ",2016
Jamaal Franklin,"$163,296 ",2016
Ray McCallum,"$111,444 ",2016
Xavier Munford,"$89,588 ",2016
Bryce Cotton,"$64,622 ",2016
Elliot Williams,"$55,722 ",2016
Alex Stepheson,"$30,888 ",2016
Briante Weber,"$30,888 ",2016
Mike Conley,"$26,540,100 ",2017
Chandler Parsons,"$22,116,750 ",2017
Marc Gasol,"$21,165,675 ",2017
Zach Randolph,"$10,361,445 ",2017
Brandan Wright,"$5,700,000 ",2017
Tony Allen,"$5,505,618 ",2017
Vince Carter,"$4,264,057 ",2017
Troy Daniels,"$3,332,940 ",2017
James Ennis,"$2,898,000 ",2017
Wade Baldwin,"$1,793,760 ",2017
Jordan Adams,"$1,465,080 ",2017
Deyonta Davis,"$1,369,229 ",2017
Jarell Martin,"$1,286,160 ",2017
JaMychal Green,"$980,431 ",2017
Andrew Harrison,"$945,000 ",2017
Toney Douglas,"$603,558 ",2017
Troy Williams,"$543,471 ",2017
Jamaal Franklin,"$163,296 ",2017
Wayne Selden,"$83,119 ",2017
D.J. Stephens,"$35,000 ",2017
Matt Costello,"$31,500 ",2017
Tony Wroten,"$25,000 ",2017
Mike Conley,"$28,530,608 ",2018
Chandler Parsons,"$23,112,004 ",2018
Marc Gasol,"$22,642,350 ",2018
JaMychal Green,"$8,533,333 ",2018
Ben McLemore,"$5,200,000 ",2018
Brandan Wright,"$5,179,760 ",2018
Tyreke Evans,"$3,290,000 ",2018
Mario Chalmers,"$2,106,407 ",2018
Wade Baldwin,"$1,874,400 ",2018
Jarell Martin,"$1,471,382 ",2018
Brice Johnson,"$1,331,160 ",2018
Andrew Harrison,"$1,312,611 ",2018
Wayne Selden,"$1,312,611 ",2018
Deyonta Davis,"$1,312,611 ",2018
Rade Zagorac,"$950,000 ",2018
Ivan Rabb,"$950,000 ",2018
Dillon Brooks,"$815,615 ",2018
MarShon Brooks,"$332,477 ",2018
Jamaal Franklin,"$163,296 ",2018
Marquis Teague,"$157,945 ",2018
Briante Weber,"$83,129 ",2018
Xavier Rathan-Mayes,"$46,080 ",2018
Omari Johnson,"$27,648 ",2018
Kobi Simmons,$0 ,2018
Vince Hunter,$0 ,2018
Myke Henry,$0 ,2018
Mike Conley,"$30,521,116 ",2019
Chandler Parsons,"$24,107,258 ",2019
Jonas Valanciunas,"$16,539,326 ",2019
Avery Bradley,"$12,000,000 ",2019
Kyle Anderson,"$8,641,000 ",2019
C.J. Miles,"$8,333,333 ",2019
Jaren Jackson,"$5,915,040 ",2019
Justin Holiday,"$4,384,616 ",2019
Delon Wright,"$2,536,898 ",2019
Omri Casspi,"$2,176,260 ",2019
Joakim Noah,"$1,731,173 ",2019
Tyler Dorsey,"$1,378,242 ",2019
Rade Zagorac,"$1,378,242 ",2019
Ivan Rabb,"$1,378,242 ",2019
Dillon Brooks,"$1,378,242 ",2019
Jevon Carter,"$838,464 ",2019
Bruno Caboclo,"$705,361 ",2019
Dakari Johnson,"$459,414 ",2019
Andrew Harrison,"$200,000 ",2019
Jamaal Franklin,"$163,296 ",2019
Tyler Zeller,"$64,185 ",2019
Dusty Hannahs,"$47,371 ",2019
Yuta Watanabe,$0 ,2019
Julian Washburn,$0 ,2019
Gorgui Dieng,"$16,229,213 ",2020
Jonas Valanciunas,"$16,000,000 ",2020
Justise Winslow,"$13,000,000 ",2020
Miles Plumlee,"$12,500,000 ",2020
Dion Waiters,"$12,100,000 ",2020
Kyle Anderson,"$9,073,050 ",2020
Ja Morant,"$8,730,240 ",2020
Tyus Jones,"$8,400,000 ",2020
Josh Jackson,"$7,059,480 ",2020
Jaren Jackson,"$6,927,480 ",2020
Dwight Howard,"$3,039,097 ",2020
Marko Guduric,"$2,625,000 ",2020
Brandon Clarke,"$2,478,840 ",2020
Grayson Allen,"$2,277,563 ",2020
Avery Bradley,"$2,000,000 ",2020
Jordan Bell,"$1,620,564 ",2020
Dillon Brooks,"$1,618,520 ",2020
De'Anthony Melton,"$1,416,852 ",2020
Dakari Johnson,"$459,414 ",2020
Anthony Tolliver,"$434,704 ",2020
Ivan Rabb,"$371,758 ",2020
Jontay Porter,"$197,933 ",2020
Dusty Hannahs,"$81,678 ",2020
Jarrod Uthoff,"$81,678 ",2020
John Konchar,$0 ,2020
Yuta Watanabe,$0 ,2020
Gorgui Dieng,"$16,587,688 ",2021
Jonas Valanciunas,"$15,000,000 ",2021
Justise Winslow,"$13,000,000 ",2021
Dion Waiters,"$12,650,000 ",2021
Dillon Brooks,"$11,400,000 ",2021
De'Anthony Melton,"$9,571,712 ",2021
Kyle Anderson,"$9,505,100 ",2021
Ja Morant,"$9,166,800 ",2021
Tyus Jones,"$7,965,100 ",2021
Jaren Jackson,"$7,257,360 ",2021
Marko Guduric,"$2,750,000 ",2021
Brandon Clarke,"$2,602,920 ",2021
Grayson Allen,"$2,545,320 ",2021
John Konchar,"$2,100,000 ",2021
Mario Hezonja,"$1,977,011 ",2021
Desmond Bane,"$1,936,440 ",2021
Jontay Porter,"$1,900,000 ",2021
Xavier Tillman,"$1,300,000 ",2021
Tim Frazier,"$518,612 ",2021
Dakari Johnson,"$459,414 ",2021
Sean McDermott,$0 ,2021
Killian Tillie,$0 ,2021
Steven Adams,"$17,073,171 ",2022
Dillon Brooks,"$12,200,000 ",2022
Kyle Anderson,"$9,937,150 ",2022
Ja Morant,"$9,603,360 ",2022
Jaren Jackson,"$9,180,560 ",2022
De'Anthony Melton,"$8,805,976 ",2022
Tyus Jones,"$7,600,000 ",2022
Jarrett Culver,"$6,395,160 ",2022
Kris Dunn,"$5,005,350 ",2022
Rajon Rondo,"$4,858,309 ",2022
Ziaire Williams,"$4,373,160 ",2022
Brandon Clarke,"$2,726,880 ",2022
Marc Gasol,"$2,692,991 ",2022
John Konchar,"$2,200,000 ",2022
Desmond Bane,"$2,033,160 ",2022
Santi Aldama,"$1,994,520 ",2022
Killian Tillie,"$1,901,625 ",2022
Carsen Edwards,"$1,782,621 ",2022
Sam Merrill,"$1,517,981 ",2022
Daniel Oturu,"$1,517,981 ",2022
Xavier Tillman,"$1,517,981 ",2022
Jontay Porter,"$300,000 ",2022
Dakota Mathias,"$106,352 ",2022
Shaquille Harrison,"$102,831 ",2022
DaQuan Jeffries,"$95,930 ",2022
Tyrell Terry,"$85,578 ",2022
Shaq Buchanan,"$53,176 ",2022
Xavier Sneed,"$53,176 ",2022
Jon Teske,"$53,176 ",2022
Yves Pons,$0 ,2022
Jaren Jackson Jr.,"$28,946,605 ",2023
Steven Adams,"$17,926,829 ",2023
Tyus Jones,"$15,000,000 ",2023
Luke Kennard,"$14,415,545 ",2023
Ja Morant,"$12,119,440 ",2023
Dillon Brooks,"$11,400,000 ",2023
Ziaire Williams,"$4,591,680 ",2023
Brandon Clarke,"$4,343,920 ",2023
Jake LaRavia,"$3,047,640 ",2023
David Roddy,"$2,588,640 ",2023
John Konchar,"$2,300,000 ",2023
Desmond Bane,"$2,130,240 ",2023
Santi Aldama,"$2,094,120 ",2023
Killian Tillie,"$1,901,625 ",2023
Dakota Mathias,"$1,836,090 ",2023
Xavier Tillman Sr.,"$1,782,621 ",2023
Sean McDermott,"$1,637,966 ",2023
Kennedy Chandler,"$1,200,000 ",2023
Jacob Gilyard,"$1,017,781 ",2023
Justin Bean,"$1,017,781 ",2023
Matthew Hurt,"$1,017,781 ",2023
E.J. Onu,"$1,017,781 ",2023
Romeo Weems,"$1,017,781 ",2023
